ID,Subject,EmailText,SenderEmail,Label
589,Urgent: Verify your payment details,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
590,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
591,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
592,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
593,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
594,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
595,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
596,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
597,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
598,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
599,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
600,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
601,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
602,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
603,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
604,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
605,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
606,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
607,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
608,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
609,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
610,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
611,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
612,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
613,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
614,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
615,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
616,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
617,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
618,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
619,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
620,Claim your free gift now!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
621,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
622,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
623,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
624,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
625,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
626,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
627,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
628,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
629,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
630,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
631,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
632,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
633,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
634,Claim your free gift now!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
635,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
636,Action required: Confirm your banking info,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
637,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
638,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
639,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
640,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
641,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
642,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
643,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
644,Limited-time offer: Win an iPhone!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
645,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
646,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
647,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
648,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
649,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
650,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
651,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
652,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
653,Limited-time offer: Win an iPhone!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
654,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
655,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
656,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
657,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
658,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
659,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
660,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
661,Urgent: Verify your payment details,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
662,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
663,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
664,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
665,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
666,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
667,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
668,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
669,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
670,Claim your free gift now!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
671,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
672,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
673,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
674,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
675,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
676,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
677,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
678,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
679,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
680,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
681,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
682,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
683,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
684,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
685,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
686,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
687,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
688,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
689,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
690,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
691,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
692,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
693,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
694,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
695,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
696,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
697,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
698,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
699,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
700,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
701,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
702,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
703,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
704,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
705,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
706,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
707,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
708,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
709,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
710,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
711,Action required: Confirm your banking info,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
712,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
713,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
714,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
715,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
716,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
717,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
718,Claim your free gift now!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
719,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
720,Action required: Confirm your banking info,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
721,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
722,Limited-time offer: Win an iPhone!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
723,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
724,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
725,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
726,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
727,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
728,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
729,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
730,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
731,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
732,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
733,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
734,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
735,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
736,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
737,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
738,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
739,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
740,Your account has been suspended!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
741,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
742,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
743,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
744,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
745,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
746,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
747,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
748,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
749,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
750,Limited-time offer: Win an iPhone!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
751,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
752,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
753,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
754,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
755,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
756,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
757,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
758,Claim your free gift now!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
759,Urgent: Verify your payment details,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
760,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
761,Limited-time offer: Win an iPhone!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
762,Claim your free gift now!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,security@paypal-support.com,1
763,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
764,Action required: Confirm your banking info,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,security@paypal-support.com,1
765,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
766,Security Alert: Unusual login attempt,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
767,Action required: Confirm your banking info,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
768,Urgent: Verify your payment details,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
769,Claim your free gift now!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
770,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
771,Limited-time offer: Win an iPhone!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
772,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
773,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
774,Claim your free gift now!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
775,Security Alert: Unusual login attempt,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,admin@bankalerts.com,1
776,Limited-time offer: Win an iPhone!,Congratulations! You have won a prize. Claim it now by entering your personal information here: http://scamlink.com,win@freeprizes.com,1
777,Your account has been suspended!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,admin@bankalerts.com,1
778,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
779,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
780,Urgent: Verify your payment details,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
781,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
782,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,admin@bankalerts.com,1
783,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
784,Urgent: Verify your payment details,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
785,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
786,Urgent: Verify your payment details,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
787,Claim your free gift now!,Your PayPal account has been restricted due to unusual activity. Log in now to restore access: http://paypal-security.com,win@freeprizes.com,1
788,Your account has been suspended!,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,security@paypal-support.com,1
789,Your account has been suspended!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
790,Action required: Confirm your banking info,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",admin@bankalerts.com,1
791,Security Alert: Unusual login attempt,Urgent! Your bank account will be locked unless you confirm your identity within 24 hours: http://secure-banking.com,win@freeprizes.com,1
792,Limited-time offer: Win an iPhone!,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",security@paypal-support.com,1
793,Security Alert: Unusual login attempt,"Dear user, we have noticed suspicious activity on your account. Please click the link below to verify your details immediately: http://fakebank.com/login",win@freeprizes.com,1
